Secondary School Code,School Name,Address Line #1,Address Line #2,Domestic Address #3,City,State,ZIP,Foreign Address #3,Country Name,Website
821639,KALAMALKA SECONDARY SCHOOL,7900 MCCLOUNIE ROAD,,,VERNON,BC,V1B,1P8,CANADA,
821640,BELMONT SR SECONDARY SCHOOL,3041 LANGFORD LAKE ROAD,,,VICTORIA,BC,V9B,0L9,CANADA,
821641,ESQUIMALT SENIOR SECONDARY SCH,847 COLVILLE RD,,,VICTORIA,BC,V9A,4N9,CANADA,
821642,CLAREMONT SECONDARY SCHOOL,4980 WESLEY RD,,,VICTORIA,BC,V8Y,1Y9,CANADA,
821643,PEARSON COLLEGE UWC,650 PEARSON COLLEGE DR,,,VICTORIA,BC,V9C,4H7,CANADA,
821644,LAMBRICK PARK SECONDARY,4139 TORQUAY DRIVE,,,VICTORIA,BC,V8N,3L1,CANADA,
821645,ECOLE BRODEUR SCHOOL,637 HEAD STREET,,,VICTORIA,BC,V9A,5S9,CANADA,
821646,ST ANDREWS REGIONAL HIGH SCHL,880 MCKENZIE AVE,,,VICTORIA,BC,V8X,3G5,CANADA,
821647,REGENT CHRISTIAN ONLINE ACDMY,105-4475 VIEWMONT AVE,,,VICTORIA,BC,V8Z,6L8,CANADA,
821648,VALEMOUNT SECONDARY SCHOOL,POST OFFICE BOX 370,,,VALEMOUNT,BC,V0E,2Z0,CANADA,
821649,ROYAL BAY SECONDARY SCHOOL,3500 RYDER HESJEDAL WAY,,,VICTORIA,BC,V9C,0J6,CANADA,
821650,MOUNT DOUGLAS SECONDARY SCHOOL,3970 GORDON HEAD RD,,,VICTORIA,BC,V8N,3X3,CANADA,
821660,GLENLYON-NORFOLK SCHOOL,801 BANK STREET,,,VICTORIA,BC,V8S,4A8,CANADA,
821661,GREATER VICTORIA SCH DIST CONT,923 TOPAZ AVE.,,,VICTORIA,BC,V8T,2M2,CANADA,
821670,OAK BAY SECONDARY SCHOOL,2121 CADBORO BAY RD,,,VICTORIA,BC,V8R,5G4,CANADA,
821672,PACIFIC CHRISTIAN SCHOOL,654 AGNES STREET,,,VICTORIA,BC,V8Z,2.00E+06,CANADA,
821675,REYNOLDS SECONDARY,3963 BORDEN STREET,,,VICTORIA,BC,V8P,3H9,CANADA,
821676,SOUTH ISLAND DISTANCE EDU SCH,4575 WILKINSON RD,,,VICTORIA,BC,V8Z,7.00E+08,CANADA,
821718,ST MARGARETS SCHOOL,1080 LUCAS AVE,,,VICTORIA,BC,V8X,3P7,CANADA,
821719,SPECTRUM COMMUNITY SEC SCH,957 WEST BURNSIDE ROAD,,,VICTORIA,BC,V8Z,6.00E+09,CANADA,
821720,ST MICHAELS UNIVERSITY SCH,3400 RICHMOND RD,,,VICTORIA,BC,V8P,4P5,CANADA,
821721,SAINT PATRICKS HIGH SCHOOL,115 EAST 11TH AVENUE,,,VANCOUVER,BC,V5T,2C1,CANADA,
821725,WEST POINT GREY ACADEMY,4175 W. EIGHTH AVE.,,,VANCOUVER,BC,V6R,4P9,CANADA,
821726,WESTSHORE CTR LRNING TRAINING,814 GOLDSTREAM AVE STE 101,,,VICTORIA,BC,V9B,2X7,CANADA,
821730,VICTORIA HIGH SCHOOL,1260 GRANT STREET,,,VICTORIA,BC,V8T,1C2,CANADA,
821740,SUMMERLAND SECONDARY SCHOOL,2501-9518 MAIN STREET,,,SUMMERLAND,BC,V0H,1Z0,CANADA,
821749,COLLINGWOOD SCHOOL,70 MORVEN DR,,,WEST VANCOUVER,BC,V7S,1B2,CANADA,
821755,MULGRAVE SCHOOL,2330 CYPRESS LANE,,,W VANCOUVER,BC,V7S,3H9,CANADA,
821759,ROCKRIDGE SECONDARY SCHOOL,5350 HEADLAND DR,,,W VANCOUVER,BC,V7W,3H2,CANADA,
821760,SENTINEL SECONDARY SCHOOL,1250 CHARTWELL DRIVE,,,W VANCOUVER,BC,V7S,2R2,CANADA,
821780,WEST VANCOUVER SECONDARY SCH,1750 MATHERS AVENUE,,,W VANCOUVER,BC,V7V,2G7,CANADA,
821790,GEORGE PRINGLE SECONDARY SCH,3770 ELLIOT ROAD,,,WESTBANK,BC,V4T,1W9,CANADA,
821800,EARL MARRIOTT SECONDARY SCHOOL,15751-16TH AVE,,,SURREY,BC,V4A,1G1,CANADA,
821805,SEMIAHMOO SECONDARY SCHOOL,1785 148TH STREET,,,SURREY,BC,V4A,4M6,CANADA,
821809,MILES MACDONELL COLLEGIATE,757 ROCH ST,,,WINNIPEG,MB,R2K,2R1,CANADA,
821812,COLUMNEETZA SECONDARY SCHOOL,1045 WESTERN AVE,,,WILLIAMS LAKE,BC,V2G,2J8,CANADA,
821816,GEORGE ELLIOT SECONDARY,10241 BOTTOM WOOD LAKE RD,,,WINFIELD,BC,V4V,1Y7,CANADA,
821818,MARANATHA CHRISTIAN SCHOOL,1278 LAKEVIEW CRES,,,WILLIAMS LAKE,BC,V2G,1A3,CANADA,
821819,WINDSOR CHRIST FELLOWSHIP ACAD,4490 7TH CONCESSION,,,WINDSOR,ON,N9A,6J3,CANADA,
821822,FRANKLIN SCHOOL,530 HORNBY ST,2ND FLOOR,,VANCOUVER,BC,V6C,2.00E+07,CANADA,
821829,TORONTO INTERNATIONAL ACADEMY,1140 BURNHAMTHORPE RD W,,,MISSISSAUGA,ON,L5C,4.00E+09,CANADA,
822001,ECOLE SECONDAIRE NEELIN HS,1020 BRANDON AVE,,,BRANDON,MB,R7A,1K6,CANADA,
822015,W C MILLER COLLEGIATE,181 6TH ST SE,,,ALTONA,MB,R0G,0B0,CANADA,
822026,ARBORG COLLEGIATE INSTITUTE,ST PETERS STREET,BOX 220,,ARBORG,MB,R0C,0A0,CANADA,
822029,AUSTIN CHRISTIAN ACADEMY,BOX 460,,,AUSTIN,MB,R0H,0C0,CANADA,
822036,BIRTLE COLLEGIATE,BOX 370,,,BIRTLE,MB,R0M,0C0,CANADA,
822047,CROCUS PLAINS REGIONAL SEC SCH,1930 FIRST STREET,,,BRANDON,MB,R7A,6Y6,CANADA,
822049,CARMAN COLLEGIATE,PO BOX 1510,,,CARMAN,MB,R0G,0J0,CANADA,
822060,VINCENT MASSEY HIGH SCHOOL,715 MCDIARMID DR,,,BRANDON,MB,R7B,2H7,CANADA,
822090,SAINT PAULS COLLEGIATE,PO BOX 70,,,ELIE,MB,R0H,0H0,CANADA,
822105,DAUPHIN REGIONAL COMP SEC SCHL,330 MOUNTAIN RD,,,DAUPHIN,MB,R7N,2V6,CANADA,
822120,HAPNOT COLLEGIATE,115 GREEN ST,,,FLIN FLON,MB,R8A,0P7,CANADA,
822136,GILBERT PLAINS COLLEGIATE INST,PO BOX 70,,,GILBERT PLAINS,MB,R0L,0X0,CANADA,
822139,GIMLI HIGH SCHOOL,52 7TH AVE GIMLO MB,BOX 1260,,GIMLI,MB,R0C,1B0,CANADA,
822142,GLENBORO SCHOOL,221 COCHRANE STREET,BOX 550,,GLENBORO,MB,R0K,0X0,CANADA,
822144,GRANDVIEW SCHOOL,BOX 279,,,GRANDVIEW,MB,R0L,0Y0,CANADA,
822146,MENNONITE COLLEGIATE INSTITUTE,466 MARY STREET,BOX 250,,GRETNA,MB,R0G,0V0,CANADA,
822212,EMMANUEL CHRISTIAN SCHOOL,BOX 9,,,KENVILLE,MB,R0L,0Z0,CANADA,
822215,KILDONAN EAST COLLEGIATE,845 CONCORDIA AVENUE,,,WINNIPEG,MB,R2K,2M6,CANADA,
822225,KILLARNEY COLLEGIATE INSTITUTE,417 KING ST.,BOX 2500,,KILLARNEY,MB,R0K,1G0,CANADA,
822228,LANDMARK COLLEGIATE,BOX 40 165 MAIN ST,,,LANDMARK,MB,R0A,0X0,CANADA,
822270,NELLIE MCCLUNG COLLEGIATE,BOX 339,,,MANITOU,MB,R0G,1G0,CANADA,
822279,SANDY BAY SCHOOL,BOX 108,,,MARIUS,MB,R0H,0T0,CANADA,
822280,MORDEN COLLEGIATE INSTITUTE,345 5TH STREET,,,MORDEN MANITOBA,MB,R6M,1Z1,CANADA,
822281,MORRIS SCHOOL,324 TORONTO AVENUE EAST,BOX 548,,MORRIS,MB,R0G,1K0,CANADA,
822282,HARTNEY SCHOOL,BOX 130,101 GARDEN STREET,,HARTNEY,MB,R0M,0X0,CANADA,
822290,SPRINGFIELD COLLEGIATE INST,841 CEDAR AVE,,,OAKBANK,MB,R0E,1J1,CANADA,
822326,PINAWA SECONDARY SCHOOL,BOX 580,,,PINAWA,MB,R0E,1L0,CANADA,
822330,PORTAGE COLLEGIATE INSTITUTE,65 3RD STREET SOUTHWEST,,,PRTGE LA PRAIRIE,MB,R1N,2B6,CANADA,
822331,NEEPAWA AREA COLLEGIATE INST,440 HOSPITAL STREET,BOX 430,,NEEPAWA,MB,R0J,1H0,CANADA,
822332,CENTRE SCOLAIRE LEO-REMILLARD,1095 ST ANNES RD,,,WINNIPEG,MB,R2N,4G5,CANADA,
822340,RIVERS COLLEGIATE INSTITUTE,BOX 519,,,RIVERS,MB,R0K,1X0,CANADA,
822342,RIVERTON COLLEGIATE INSTITUTE,POST OFFICE BOX 749,,,RIVERTON,MB,R0C,2R0,CANADA,
822343,ROSSBURN COLLEGIATE,POST OFFICE BOX 370,,,ROSSBURN,MB,R0J,1V0,CANADA,
822345,ROSENORT SCHOOL,BOX 70,,,ROSENORT,MB,R0G,1W0,CANADA,
822348,GOOSE LAKE HIGH SCHOOL,225 HOSPITAL ST,,,ROBLIN,MB,R0L,1P0,CANADA,
822349,MAJOR PRATT SCHOOL,404 RUSSELL ST E,,,RUSSELL,MB,R0J,1W0,CANADA,
822354,VIRDEN COLLEGIATE INSTITUTE,251 KENT STREET,PO BOX 1418,,VIRDEN,MB,R0M,2C0,CANADA,
822369,CENTENNIAL COLLEGIATE,160 NELSON RD,,,SASKATOON,SK,S7S,1P5,CANADA,
822395,WINDSOR PARK COLLEGIATE,1015 COTTONWOOD ROAD,,,WINNIPEG,MB,R2J,1G3,CANADA,
822400,JOHN TAYLOR COLLEGIATE,470 HAMILTON AVE,,,WINNIPEG,MB,R2Y,0H4,CANADA,
822404,KINGS SCHOOL,851 PANET ROAD,,,WINNIPEG,MB,R2K,4C9,CANADA,
822410,SANFORD COLLEGIATE,BOX 70,,,SANFORD,MB,R0G,2J0,CANADA,
822411,ECOLE COMMUNAUTAIRE AURELE-LEM,446 CHEMIN VETERAN MEMORIAL,CP 900,,SAINT-LAURENT,MB,R0C,2S0,CANADA,
822420,GLENLAWN COLLEGIATE INSTITUTE,770 ST MARYS RD,,,WINNIPEG,MB,R2M,3N7,CANADA,
822435,LORD SELKIRK SCHOOL,221 MERCY STREET,,,SELKIRK,MB,R1A,2C8,CANADA,
822440,SOURIS SCHOOL,55 LANSDOWNE ST,PO BOX 639,,SOURIS,MB,R0K,2C0,CANADA,
822481,STEINBACH CHRISTIAN HS,50 PTH 12 N,,,STEINBACH,MB,R5G,1T4,CANADA,
822485,SWAN VALLEY REGIONAL SECONDARY,1483 3RD ST N,,,SWAN RIVER,MB,R0L,1Z0,CANADA,
822495,STONEWALL COLLEGIATE INSTITUTE,451 5TH STREET WEST,,,STONEWALL,MB,R0C,2Z0,CANADA,
822540,MARGARET BARBOUR COLLEGIATE,POST OFFICE BOX 4700,,,THE PAS,MB,R9A,1R4,CANADA,
822542,R D PARKER COLLEGIATE,276 THOMPSON DR,,,THOMPSON,MB,R8N,0C4,CANADA,
822555,TRANSCONA COLLEGIATE INSTITUTE,1305 WINONA STREET,,,WINNIPEG,MB,R2C,2P9,CANADA,
822560,ST PAULS HIGH SCHOOL,2200 GRANT AVE,,,WINNIPEG,MB,R3P,0P8,CANADA,
822577,WARREN COLLEGIATE INSTITUTE,119 MACDONALD AVE,,,WARREN,MB,R0C,3.00E+00,CANADA,
822580,WASKADA COLLEGIATE INSTITUTE,30 SOURIS AVE.,,,WASKADA,MB,R0M,2.00E+00,CANADA,
822581,NORTHLANDS PARKWAY COLLEGIATE,139 NORTHLANDS PARKWAY E,,,WINKLER,MB,R6W,0.00E+00,CANADA,
822585,WEST KILDONAN COLL INSTITUTE,101 RIDGECREST AVE,,,WINNIPEG,MB,R2V,4T6,CANADA,
822600,GARDEN VALLEY COLLEGIATE,PO BOX 1330 STN MAIN,,,WINKLER MANITOBA,MB,R6W,4B3,CANADA,
822611,COLLEGE LOUIS-RIEL,585 RUE ST JEAN BAPTISTE,,,WINNEPEG,MB,R2H,2Y2,CANADA,
822613,COLLEGE BELIVEAU,296 SPEERS RD,,,WINNIPEG,MB,R2J,1M7,CANADA,
822614,COLL PIERRE-ELLIOTT-TRUDEAU,216 REDONDA STREET,,,WINNIPEG,MB,R2C,1L6,CANADA,
822615,IMMANUEL CHRISTIAN SCHOOL,215 ROUGEAU AVENUE,,,WINNIPEG,MB,R2C,3Z9,CANADA,
822630,BALMORAL HALL SCHOOL FOR GIRLS,630 WESTMINSTER,,,WINNIPEG,MB,R3C,3S1,CANADA,
822650,CHURCHILL HIGH SCHOOL,510 HAY STREET,,,WINNIPEG,MB,R3L,2L6,CANADA,
822690,DAKOTA COLLEGIATE INSTITUTE,661 DAKOTA ST,,,WINNIPEG,MB,R2M,3K3,CANADA,
822700,D MCINTYRE COLLEGIATE INST,720 ALVERSTONE STREET,,,WINNIPEG,MB,R3E,2H1,CANADA,
822701,ELMWOOD HIGH SCHOOL,505 CHALMERS AVENUE,,,WINNIPEG,MB,R2L,0G4,CANADA,
822702,ARTS AND TECHNOLOGY CENTRE,5 DE BOURMONT AVE,,,WINNIPEG,MB,R2J,1J9,CANADA,
822710,ST MAURICE SCHOOL,1639 PEMBINA HIGHWAY,,,WINNIPEG,MB,R3T,2G6,CANADA,
822726,WILLIAM MORTON COLLEGIATE,PO BOX 510,,,GLADSTONE,MB,R0J,0T0,CANADA,
822729,MIAMI SCHOOL,125 SCOTT ST.,BOX 220,,MIAMI,MB,R0G,1H0,CANADA,
822734,STEINBACH REGIONAL SEC SCHOOL,190 MCKENZIE AVE,,,STEINBACH,MB,R5G,0P1,CANADA,
822741,COLLEGE JEANNE-SAUVE,1128 DAKOTA STREET,,,WINNIPEG,MB,R2N,3T8,CANADA,
822760,GORDON BELL HIGH SCHOOL,3 BORROWMAN PLACE,,,WINNIPEG,MB,R3G,1M6,CANADA,
822761,GARDEN CITY COLLEGIATE INST,711 JEFFERSON AVENUE,,,WINNIPEG,MB,R2V,0P7,CANADA,
822780,GRANT PARK HIGH SCHOOL,450 NATHANIEL STREET,,,WINNIPEG,MB,R3M,3.00E+03,CANADA,
822781,GRAY ACADEMY OF JEWISH EDUC,A-100-123 DONCASTER ST,,,WINNIPEG,MB,R3P,1B6,CANADA,
822790,J H BRUNS COLLEGIATE,250 LAKEWOOD BLVD,,,WINNIPEG,MB,R2J,3A2,CANADA,
822793,LINDEN CHRISTIAN SCHOOL,877 WILKES AVENUE,,,WINNIPEG,MB,R3P,1B8,CANADA,
822800,KELVIN HIGH SCHOOL,155 KINGSWAY ST.,,,WINNEPEG,MB,R3M,0G3,CANADA,
822820,VINCENT MASSEY COLLEGIATE,975 DOWKER AVENUE,,,WINNIPEG,MB,R3T,1R7,CANADA,
822825,MENNONITE BRETHREN COLL INST,173 TALBOT AVE,,,WINNIPEG,MB,R2L,0P6,CANADA,
822829,MURDOCH MACKAY COLLEGIATE INST,260 REDONDA STREET,,,WINNIPEG,MB,R2C,1L6,CANADA,
822836,NELSON MCINTYRE COLLEGIATE,188 ST MARYS ROAD,,,WINNIPEG,MB,R2H,1H9,CANADA,
822843,OAK PARK HIGH SCHOOL,820 CHARLESWOOD ROAD,,,WINNIPEG,MB,R3R,1K6,CANADA,
822848,FORT RICHMOND COLLEGIATE,99 KILLARNEY AVENUE,,,WINNIPEG,MB,R3T,3B3,CANADA,
822850,RIVER EAST COLLEGIATE,295 SUTTON AVE.,,,WINNIPEG,MB,R2G,0T1,CANADA,
822855,SAINT BONIFACE DIOCESAN HS,282 DUBUC STREET,,,WINNIPEG,MB,R2H,1.00E+04,CANADA,
822858,SAINT JAMES COLLEGIATE,1900 PORTAGE AVENUE,,,WINNIPEG,MB,R3J,0J1,CANADA,
822860,SAINT JOHNS HIGH SCHOOL,401 CHURCH AVENUE,,,WINNIPEG,MB,R2W,1C4,CANADA,
822880,SAINT JOHNS RAVENSCOURT,400 SOUTH DR,,,WINNIPEG,MB,R3T,3K5,CANADA,
822890,SAINT MARYS ACADEMY,550 WELLINGTON CRES,,,WINNIPEG,MB,R3M,0C1,CANADA,
822920,SISLER HIGH SCHOOL,1360 REDWOOD AVE,,,WINNIPEG,MB,R2X,0Z1,CANADA,
822925,COLLEGE STURGEON HEIGHTS COLG,2665 NESS AVE,,,WINNIPEG,MB,R3J,1A5,CANADA,
822940,TECHNICAL VOCATIONAL HS,1555 WALL ST.,,,WINNIPEG,MB,R3E,2S2,CANADA,
822942,SHAFTESBURY HIGH SCHOOL,2240 GRANT AVE.,,,WINNIPEG,MB,R3P,0P7,CANADA,
822960,COLLEGIATE UNIV WINNIPEG,515 PORTAGE AVE,,,WINNIPEG,MB,R3B,2.00E+09,CANADA,
822975,WESTGATE MENNONITE COLLEGIATE,86 WEST GATE,,,WINNIPEG,MB,R8C,2.00E+01,CANADA,
822977,WESTWOOD COLLEGIATE,360 ROUGE ROAD,,,WINNIPEG,MB,R3K,1K3,CANADA,
822985,WINNIPEG ADULT EDUCATION CTR,310 VAUGHAN STREET,,,WINNIPEG,MB,R3B,2N8,CANADA,
823020,SOUTHERN VICTORIA HIGH SCHOOL,POST OFFICE BOX 930,,,PRTH-ANDOVER,NB,E0J,1V0,CANADA,
823028,BATHURST HIGH SCHOOL,640 KING AVENUE,,,BATHURST,NB,E2A,1R1,CANADA,
823030,DISCOVERY COLLEGIATE SCHOOL,315 CONFEDERATION DR,,,BONAVISTA,NL,A0C,1B0,CANADA,
823032,BLACKVILLE SCHOOL,12 MACLAGGAN DRIVE,,,BLACKVILLE,NB,E9B,1Y4,CANADA,
823039,CARLETON NORTH SR HIGH SCHOOL,POST OFFICE BOX 70,,,BRISTOL,NB,E0J,1G0,CANADA,
823040,CLEMENT-CORMIER HIGH SCHOOL,37 AVENUE RICHARD,,,BOUCTOUCHE,NB,E4S,3T5,CANADA,
823042,POLYVALENTE ROLAND PEPIN HS,45A VILLAGE,CP 220,,CAMPBELLTON,NB,E3N,3G4,CANADA,
823043,CAMPOBELLO HIGH SCHOOL,WILSONS BEACH,,,CAMPOBELLO ISL,NB,E0G,3L0,CANADA,
823044,SUGARLOAF SENIOR HIGH SCHOOL,201 DOVER STREET,,,CAMPBELLTON,NB,E3N,1R3,CANADA,
823047,CANTERBURY HIGH SCHOOL,80 MAIN ST,,,CANTERBURY,NB,E6H,1L3,CANADA,
823050,JAMES M HILL MEMORIAL HS,PO 1034 STN CHATHAM,,,MIRAMICHI,NB,E1N,3W4,CANADA,
823080,DALHOUSIE REGIONAL HIGH SCHOOL,500 VALLEYVIEW STREET,,,DALHOUSIE,NB,E8C,2P5,CANADA,
823089,POLYVALENTE MATHIEU-MARTIN,511 RUE CHAMPLAIN,,,DIEPPE,NB,E1A,1P2,CANADA,
823150,SAINT MARYS ACADEMY,52 MARMEN AVENUE,,,EDMUNDSTON,NB,E3V,2H2,CANADA,
823160,FREDERICTON CHRISTIAN ACADEMY,778 MACLAREN AVE,,,FREDERICTON,NB,E3A,3L7,CANADA,
823165,ECOLE SAINTE ANNE,715 PRIESTMAN ST.,,,FREDERICTON,NB,E3B,5W7,CANADA,
823170,FREDERICTON HIGH SCHOOL,300 PRIESTMAN ST.,,,FREDERICTON,NB,E3B,6J8,CANADA,
823185,LEO HAYES HIGH SCHOOL,499 CLIFFE ST.,,,FREDERICTON,NB,E3A,9P5,CANADA,
823254,HAMPTON BAPTIST CHRSTN SCHOOL,776 MAIN STREET,BOX 39,,HAMPTON,NB,E5N,6.00E+01,CANADA,
823256,HAMPTON HIGH SCHOOL,34 ELIZABETH AVE,,,HAMPTON,NB,E5N,5P7,CANADA,
823260,HARTLAND HIGH SCHOOL,217 ROCKLAND RD,,,HARTLAND,NB,E7P,0A2,CANADA,
823266,HARVEY HIGH SCHOOL,2055 ROUTE 3,,,HARVEY YORK CO,NB,E6K,1L1,CANADA,
823273,CALEDONIA REGIONAL HIGH SCHOOL,35 SCHOOL LANE,,,HILLSBOROUGH,NB,E4H,3B8,CANADA,
823278,BONAR LAW MEMORIAL SCHOOL,197 MAIN STREET,,,REXTON NEW BRUNS,NB,E4W,2A9,CANADA,
823295,MCADAM HIGH SCHOOL,29 LAKE AVENUE,,,MCADAM,NB,E6J,1N7,CANADA,
823300,MINTO MEMORIAL HIGH SCHOOL,126 PARK ST,,,MINTO,NB,E4B,3K9,CANADA,
823305,BERNICE MACNAUGHTON HS,999 ST GEORGE BLVD,,,MONCTON,NB,E1E,2C9,CANADA,
823330,HARRISON TRIMBLE HIGH SCHOOL,80 ECHO DR,,,MONCTON,NB,E1C,3H8,CANADA,
823360,MONCTON HIGH SCHOOL,207 CHURCH STREET,,,MONCTON,NB,E1C,5A3,CANADA,
823425,NACKAWIC HIGH SCHOOL,30 LANDEGGER DR.,,,NACKAWIC,NB,E6G,1B9,CANADA,
823426,CENTRE SCOLAIRE,SAMUEL-DE-CHAMPLAIN,67 RAGGED POINT RD,,SAINT JOHN,NB,E2K,5C3,CANADA,
823427,ECOLE CARREFOUR BEAUSOLEIL,300 CH BEAVERBROOK,,,MIRAMICHI,NB,E1V,1A1,CANADA,
823428,MIRAMICHI VALLEY HIGH SCHOOL,345 MCKENNA AVENUE,,,MIRAMICHI,NB,E1V,3S9,CANADA,
823435,OROMOCTO HIGH SCHOOL,25 MACKENZIE AVENUE,,,OROMOCTO,NB,E2V,1K4,CANADA,
823448,APOSTOLIC CHRISTIAN SCHOOL,123 MAIN STREET,,,PLASTER ROCK,NB,E7G,2H2,CANADA,
823472,RIVERVIEW HIGH SCHOOL,400 WHITEPINE RD,,,RIVERVIEW,NB,E1B,4H8,CANADA,
823485,KENNEBECASIS VALLEY HS,398 HAMPTON ROAD,,,QUISPAMSIN,NB,E2E,4V5,CANADA,
823500,ROTHESAY BAPTIST CHRISTIAN SCH,30 VINCENT ROAD,POST OFFICE BOX 4722,,ROTHESAY,NB,E2E,5X4,CANADA,
823501,ROTHESAY HIGH SCHOOL,61 HAMPTON ROAD,,,ROTHESAY,NB,E2E,5L6,CANADA,
823510,ROTHESAY NETHERWOOD SCHOOL,40 COLLEGE HILL RD,,,ROTHESAY,NB,E2E,5H1,CANADA,
823530,TANTRAMAR REGIONAL HIGH SCHOOL,223 MAIN ST.,,,SACKVILLE,NB,E4L,3A7,CANADA,
823531,BELLEISLE REGIONAL HIGH SCHOOL,1800 ROUTE 124,,,SPRINGFIELD,NB,E5T,2K2,CANADA,
823540,SIR JAMES DUNN ACADEMY,180 KING STREET,,,ST ANDREWS,NB,E0G,2X0,CANADA,
823605,FUNDY MIDDLE AND HIGH SCHOOL,44 MOUNT PLEASANT RD,,,ST GEORGE,NB,E5C,3K4,CANADA,
823609,WILLIAM DERBY SCHOOL,321 MOUNTAIN ST,,,STRASBOURG,SK,S0G,4V0,CANADA,
823630,SAINT JOHN HIGH SCHOOL,170 PRINCE WILLIAMS ST,,,SAINT JOHN,NB,E2L,2B7,CANADA,
823650,HARBOUR VIEW HIGH SCHOOL,305 DOUGLAS AVENUE,,,SAINT JOHN,NB,E2K,1.00E+05,CANADA,
823680,SAINT MALACHYS MEML HS,2-20 LEINSTER ST.,,,SAINT JOHN,NB,E2L,1H8,CANADA,
823694,SIMONDS HIGH SCHOOL,1490 HICKEY ROAD,,,SAINT JOHN,NB,E2J,4.00E+07,CANADA,
823780,ST STEPHEN HIGH SCHOOL,282 KING ST,,,ST STEPHEN,NB,E3L,4X7,CANADA,
823790,JMA ARMSTRONG HIGH SCHOOL,1077 ST GEORGE BLVD,,,MONCTON,NB,E1E,4C9,CANADA,
823803,STANLEY HIGH SCHOOL,28 BRIDGE STREET BOX 39,,,STANLEY,NB,E6B,1B2,CANADA,
823805,NORTH & SOUTH ESK REGIONAL HS,40 NORTHWEST RD,,,SUNNY CORNER,NB,E9E,1J4,CANADA,
823811,SUSSEX CHRISTIAN SCHOOL,45 CHAPMAN DR,,,SUSSEX,NB,E4E,1M4,CANADA,
823812,SUSSEX REGIONAL HIGH SCHOOL,55 LEONARD DR,,,SUSSEX,NB,E4E,2P8,CANADA,
823880,WOODSTOCK HIGH SCHOOL,144 CONNELL PARK RD,,,WOODSTOCK,NB,E7M,1M4,CANADA,
824020,RONCALLI HIGH SCHOOL,GENERAL DELIVERY,,,AVONDALE,NL,A0A,1B0,CANADA,
824023,SAINT MICHAELS ALLGRADE,MAIN STREET,POST OFFICE BOX 129,,ARNOLD COVE,NL,A0B,1A0,CANADA,
824025,ASCENSION COLLEGIATE,PO BOX 370,PO BOX 370,,BAY ROBERT'S,NL,A0A,1G0,CANADA,
824031,CARBONEAR INTEGRTD COLLEGIATE,95 VALLEY RD,,,CARBONEAR,NL,A1Y,1C5,CANADA,
824033,PEARCE REGIONAL HIGH SCHOOL,POST OFFICE BOX 130,BURIN BAY ARM,,BURIN BAY,NL,A0E,1G0,CANADA,
824034,CLARENVILLE INTEGRATED HS,50 GLADNEY ST,,,CLARENVILLE,NL,A5A,1G8,CANADA,
824035,LEO BURKE ACADEMY,POST OFFICE BOX 430,,,BISHOPS FALLS,NL,A0H,1C0,CANADA,
824037,RANDOM ISLAND ACADEMY,PO BOX 138,,,HICKMANS HARBOR,NL,A0C,1P0,CANADA,
824039,BOTWOOD COLLEGIATE,P O BOX 640,,,BOTWOOD,NL,A0H,1.00E+00,CANADA,
824046,REGINA HIGH SCHOOL,MT BERNARD AVENUE,,,CORNERBROOK,NL,A2H,6K6,CANADA,
824049,TEMPLETON ACADEMY,BOX 3539 RR#2,,,CORNER BROOK,NL,A2H,6B9,CANADA,
824050,COWHEAD SCHOOL COMPLEX,POST OFFICE BOX 10,,,COWHEAD,NL,A0K,2A0,CANADA,
824082,ELWOOD REGIONAL HIGH SCHOOL,22 FARM RD,,,DEERLAKE,NL,A8A,1J3,CANADA,
824090,QUEEN ELIZABETH REGIONAL HS,PO BOX 16007,STATION FOXTRAP,,CONCEPTION BAY S,NL,A1X,2.00E+02,CANADA,
824100,CANON RICHARDS MEMORIAL ACAD,99 MAIN ST,,,FLOWERS COVE NL,NL,A0K,2N0,CANADA,
824140,GANDER COLLEGIATE SCHOOL,3 GANDER BAY ROAD,,,GANDER,NL,A1V,1W1,CANADA,
824142,GLOVERTOWN ACADEMY,10 PENNY'S BROOK RD,PO BOX 100,,GLOVERTOWN,NL,A0G,2L0,CANADA,
824150,JOHN BURKE HIGH SCHOOL,PO BOX 550,,,GRAND BANK,NL,A0E,1W0,CANADA,
824155,EXPLOITS VALLEY HIGH,392 GRENFELL HTS,,,GRAND FALLS-WNSR,NL,A2A,2J2,CANADA,
824174,TRUMAN EDDISON MEMORIAL,TRUMAN EDDISON MEMORIAL,,,GUNNERS COVE,NL,A0K,2X0,CANADA,
824213,JANE COLLINS ACADEMY,P O BOX 159,,,HARE BAY,NL,A0G,2P0,CANADA,
824236,MEALY MOUNTAIN COLLEGIATE,1 VOISEY STREET,,,GOOSEBAY,NL,A0P,1C0,CANADA,
824241,MENIHEK INTEGRATED HIGH SCHOOL,613 LAKESIDE DRIVE,,,LABRADOR CITY,NL,A2V,2W9,CANADA,
824242,JOSEPHS ACADEMY,POST OFFICE BOX 70,,,LAMALINE,NL,A0E,2C0,CANADA,
824243,LEWISPORTE COLLEGIATE,83 PREMEIR DR,PO BOX 250,,LEWISPORTE,NL,A0G,3A0,CANADA,
824244,HOLY NAME OF MARY ACADEMY,POST OFFICE BOX 39,,,LAWN P BAY,NL,A0E,2.00E+00,CANADA,
